loan_id,customer_id,loan_type,loan_amount,interest_rate,term_months,start_date,monthly_payment,remaining_balance,status
LOAN001467,CUST001895,Mortgage,343242,0.056,180,2025-01-18,2822.86,283193.35,Current
LOAN001468,CUST004377,Mortgage,310537,0.0315,180,2024-11-04,2167.04,32521.38,Current
LOAN001469,CUST000031,Mortgage,322018,0.0517,360,2025-06-30,1761.48,53760.44,Current
LOAN001470,CUST000726,Auto,37145,0.0659,72,2024-11-30,626.03,21381.11,Current
LOAN001471,CUST004962,Auto,43310,0.0448,60,2019-05-20,807.02,21233.81,Delinquent
LOAN001472,CUST004719,Auto,24233,0.0426,60,2022-01-01,449.09,9838.39,Delinquent
LOAN001473,CUST003904,Auto,22897,0.049,36,2025-02-15,685.17,9809.52,Current
LOAN001474,CUST001427,Mortgage,203050,0.0591,180,2025-07-16,1703.19,50670.27,Current
LOAN001475,CUST002498,Auto,33898,0.0765,60,2023-10-18,681.7,16470.09,Current
LOAN001476,CUST000437,Mortgage,150829,0.0389,180,2024-08-12,1107.72,125575.55,Current
LOAN001477,CUST002471,Auto,27284,0.0787,48,2024-11-21,664.41,16101.46,Current
LOAN001478,CUST000913,Personal,14874,0.11,60,2017-11-08,323.4,11977.46,Delinquent
LOAN001479,CUST004223,Mortgage,253659,0.0495,180,2022-03-24,1999.2,71924.82,Current
LOAN001480,CUST004353,Auto,29601,0.0766,60,2018-09-04,595.44,7153.94,Current
LOAN001481,CUST004513,Student,40992,0.0698,120,2025-09-05,475.54,9969.19,Current
LOAN001482,CUST004444,Personal,6039,0.1173,48,2025-02-06,158.23,3136.68,Current
LOAN001483,CUST002288,Mortgage,133103,0.0449,180,2024-06-27,1017.38,25983.78,Current
LOAN001484,CUST004598,Student,35524,0.0765,120,2021-10-23,424.54,21262.07,Current
LOAN001485,CUST001239,Personal,26971,0.0698,36,2022-03-23,832.57,6287.62,Current
LOAN001486,CUST000904,Auto,19724,0.0772,72,2024-06-28,343.17,5004.46,Current
LOAN001487,CUST003621,Mortgage,244737,0.051,180,2023-07-26,1948.7,149898.59,Current
LOAN001488,CUST003232,Auto,31370,0.042,60,2020-07-24,580.53,23255.52,Current
LOAN001489,CUST002860,Mortgage,365816,0.052,180,2024-06-05,2930.38,86328.56,Current
LOAN001490,CUST000508,Personal,30240,0.0744,48,2025-04-12,730.33,13683.15,Current
LOAN001491,CUST003222,Auto,29829,0.0522,72,2023-07-08,483.49,12455.01,Current
LOAN001492,CUST000184,Personal,35525,0.0618,60,2025-02-28,689.85,4402.88,Current
LOAN001493,CUST001565,Personal,29629,0.0872,60,2017-08-15,611.03,22322.99,Delinquent
LOAN001494,CUST002705,Personal,48529,0.0642,60,2025-08-20,947.74,43608.02,Current
LOAN001495,CUST000322,Mortgage,278660,0.0353,180,2018-06-25,1996.2,193879.99,Current
LOAN001496,CUST003564,Auto,15854,0.076,72,2017-01-31,274.9,11225.82,Current
LOAN001497,CUST001539,Auto,25826,0.066,48,2024-03-08,613.63,11729.72,Current
LOAN001498,CUST001838,Auto,30861,0.0547,72,2024-12-30,503.74,15265.41,Current
LOAN001499,CUST002381,Student,74824,0.0583,180,2024-08-27,624.58,31136.69,Current
LOAN001500,CUST001913,Mortgage,243800,0.043,180,2025-03-11,1839.86,217016.93,Paid Off
